0           area  cluster cluster_name                                   keyword  count                     x                    y    color
45        dialog        0    Кластер 0                          several animated    779    10.283693879202058    0.319009363382321  #c7c7c7
46        dialog        0    Кластер 0                            engage gazette    724    11.477025441063144   10.481796814453466  #c7c7c7
47        dialog        0    Кластер 0                  moderate command signals    721     14.42199702637498   3.1553559438669634  #c7c7c7
48        dialog        1    Кластер 1                interpretation connections   1981      4.40935196976166     7.83528480199408  #f7b6d2
49        dialog        1    Кластер 1                     coalition integration   1967     5.788946647324101   14.868504058930684  #f7b6d2
50        dialog        1    Кластер 1                 optimal artificial orders   1934   0.21191805563167743     6.87886105659619  #f7b6d2
51        dialog        1    Кластер 1                          cycling adaptive    387     8.712821498651497    2.055921147961711  #f7b6d2
52        dialog        2    Кластер 2                        publicity mongolia   1839    0.6198922494279718   2.6815031446239224  #c49c94
53        dialog        2    Кластер 2                          battery pregnant   1198    2.9802642416987384   12.879143957932204  #c49c94
54        dialog        2    Кластер 2                             packed italia   1125   0.32546905193177433   1.1517746789802608  #c49c94
55        dialog        2    Кластер 2                     effectiveness baskets    208    10.594599565450634    5.158338677646641  #c49c94
56        dialog        3    Кластер 3         programmer cardiovascular billion   1058    10.044007761183837   14.561639955522216  #c5b0d5
57        dialog        3    Кластер 3                        russell indonesian    506    13.975340175090906     1.38214261242753  #c5b0d5
58   eligibility        0    Кластер 0                   several animated buried   1260     5.772341707768705   12.564796257345005  #9edae5
59   eligibility        0    Кластер 0                         dynamics directly   1146     9.980149264692514    6.281427914064545  #9edae5
60   eligibility        0    Кластер 0                    singles unusual buyers    866    14.829279864186246   7.8507285727125815  #9edae5
61   eligibility        0    Кластер 0                        hawaiian directive    163    11.381855832287469   3.8981370219558604  #9edae5
62   eligibility        1    Кластер 1                           payday oriental   1501     8.035719882567493   2.9656951192720844  #dbdb8d
63   eligibility        1    Кластер 1                          knives everybody   1377     5.607191826999559   13.155189236409358  #dbdb8d
64   eligibility        1    Кластер 1                decision surgeons montreal    823    3.2839396214346106     4.39674063521296  #dbdb8d
65   eligibility        1    Кластер 1                          lighting observe    281    11.419919070509494   3.1617111286924686  #dbdb8d
66   eligibility        1    Кластер 1                           vampire injured    139     5.247682515198207   0.7791614555083071  #dbdb8d
67   eligibility        2    Кластер 2                       heavily responsible    309     4.783522116296197    7.172434500682598  #c7c7c7
68   eligibility        2    Кластер 2                         celtic automation    281     5.539904224439553   3.5805593604528685  #c7c7c7
69   eligibility        2    Кластер 2                      alternative homeless    129    14.927879392242405   10.281612538543575  #c7c7c7
70   eligibility        3    Кластер 3                       creativity bloggers   1817    13.893232193861433   2.5133519530949426  #f7b6d2
71   eligibility        3    Кластер 3                          cowboy arthritis     23     3.598983438264777   12.968220386038821  #f7b6d2
72        except        0    Кластер 0                   overcome delight office   1438      8.74135159524577    4.786921536998376  #f7b6d2
73        except        0    Кластер 0                    helpful arctic minimal   1145    13.627015386368791  0.09267876986654155  #f7b6d2
74        except        0    Кластер 0             coalition integration compute    749    11.949990483867317    6.969744011534154  #f7b6d2
75        except        0    Кластер 0    retirement privilege recovered beijing    723    11.357374694757114   10.289412705061812  #f7b6d2
76        except        1    Кластер 1      announces independent latter senator   1960     2.260566517654452   14.127058369926104  #c49c94
77        except        1    Кластер 1        optimal artificial orders concrete   1815     1.228862884381875   14.663274183442766  #c49c94
78        except        1    Кластер 1                          polish removable    639    5.8759778642890295  0.44477856435468255  #c49c94
79        except        1    Кластер 1                          listings finally    404     9.071063103984532   13.337536513771608  #c49c94
80        except        2    Кластер 2             jacksonville tomatoes alberta   1968     6.760797985654888   10.922626188848891  #c5b0d5
81        except        2    Кластер 2                      massage sufficiently   1106    0.5545155682803887    8.939527512253177  #c5b0d5
82        except        2    Кластер 2                justin thailand inspection    347     9.711229411240636    10.17858008664234  #c5b0d5
83        except        2    Кластер 2                          showed replacing     85     6.640619244922221    7.116760736111267  #c5b0d5
84        except        3    Кластер 3                       spread presidential   1250    14.097552209063767    9.872502093614697  #ff9896
85        except        3    Кластер 3                       missions introduced    987     8.042422305010062   5.6234585253908165  #ff9896
86        except        3    Кластер 3                        subscribers member    778    10.046830233744728   3.4130625495955567  #ff9896
87     greetings        0    Кластер 0                         updating occurred    965     3.539446091701723    8.207082203036407  #c49c94
88     greetings        0    Кластер 0                            caution target    634    12.468228588030552    12.33106798195205  #c49c94
89     greetings        0    Кластер 0                        publicity mongolia     68     6.737205741733811    10.32607989591264  #c49c94
90     greetings        0    Кластер 0                     effectiveness baskets     65    6.1284426103306044   14.331784141672365  #c49c94
91     greetings        1    Кластер 1                         finished assigned   1507     9.715692242152729  0.06080720844153398  #c5b0d5
92     greetings        1    Кластер 1                           springer bumper   1491     2.721603149324049    5.847621868330291  #c5b0d5
93     greetings        1    Кластер 1                           notion scenario    438    13.766020427876375    5.880935345193128  #c5b0d5
94     greetings        2    Кластер 2          recipients phentermine attorneys   1502    12.441983942355794   1.2369982302233233  #ff9896
95     greetings        2    Кластер 2           simulation allocated wellington    526    12.467788326318765   2.8818032069512607  #ff9896
96     greetings        2    Кластер 2                          sapphire grounds    335    1.1606264117200187    3.642819729434763  #ff9896
97     greetings        2    Кластер 2                        disposition layout    279     10.97121373126817    4.857810387061303  #ff9896
98     greetings        3    Кластер 3                            comfort rivers   1806     6.961866240907147    6.435589561443678  #98df8a
99     greetings        3    Кластер 3                   entire ethical speakers   1782      7.98591044008228    6.003699268483375  #98df8a
100    greetings        3    Кластер 3                courtesy textiles diameter     84    0.5094903809732454    4.151198803764073  #98df8a
101   housewives        0    Кластер 0                          supply suspended   1775    13.696490244352931     9.11018681591831  #dbdb8d
102   housewives        0    Кластер 0                         annoying dramatic   1377    12.707073432094402    2.010410642056752  #dbdb8d
103   housewives        0    Кластер 0                     mentor reduced shadow    719     9.046241963262087   13.718408382949614  #dbdb8d
104   housewives        0    Кластер 0                        publicity mongolia    697    13.960177835609574     7.09662547342962  #dbdb8d
105   housewives        1    Кластер 1                      revealed renaissance   1834    10.460847569684377   1.5140297011264148  #c7c7c7
106   housewives        1    Кластер 1                       formation interests   1713     11.58301937292831   2.6348307106024977  #c7c7c7
107   housewives        1    Кластер 1           applicants vacuum trusts famous   1495    10.757613007750095   12.742222705504602  #c7c7c7
108   housewives        1    Кластер 1             perfectly department composer     86    12.190364211519954    6.814392436798818  #c7c7c7
109   housewives        2    Кластер 2                         notebook performs   1907    14.633644428319968     8.06691027455243  #f7b6d2
110   housewives        2    Кластер 2             coalition integration fantasy   1507    13.902119265819385    6.779115813792924  #f7b6d2
111   housewives        2    Кластер 2                     sounds belarus easily     33    7.3992804503992895     8.55976114149872  #f7b6d2
112   housewives        3    Кластер 3                          florida reserved   1347     7.503055956050538    8.610351723980484  #c49c94
113   housewives        3    Кластер 3                  sapphire grounds justice    946      7.67426339107464    5.930703649268747  #c49c94
114   housewives        3    Кластер 3                       massive informative    228     2.911092255516019   0.6781829885279139  #c49c94
115    lithuania        0    Кластер 0                          integral unified   1814    11.850906887841445  0.09000260155310136  #aec7e8
116    lithuania        0    Кластер 0                        scanners generated   1804    2.0455861553397052    3.132854663641618  #aec7e8
117    lithuania        0    Кластер 0                            cycles hungary   1631    12.955055973856442   2.0934471757325124  #aec7e8
118    lithuania        0    Кластер 0                           rebate classics   1352    1.7294646982632056  0.15831290259642083  #aec7e8
119    lithuania        1    Кластер 1                          barrier ethernet   1009     6.309106637956043    8.776428206240686  #9edae5
120    lithuania        1    Кластер 1             listings finally reservations    605     5.712267047220416    9.763545538871448  #9edae5
121    lithuania        1    Кластер 1        postcards looked republic detector    440     12.64917453113739    8.467973732272636  #9edae5
122    lithuania        1    Кластер 1                            mobiles sensor     40   0.04297734120713992    7.149503765224105  #9edae5
123    lithuania        2    Кластер 2                        holdem configuring   1112    10.999609866127566    5.949379984657176  #dbdb8d
124    lithuania        2    Кластер 2                         dynamics directly    321      6.70398814508256    4.446517966063217  #dbdb8d
125    lithuania        2    Кластер 2                        receiver astrology    161     4.476885827147556    7.429751747911265  #dbdb8d
126    lithuania        2    Кластер 2        celtic automation patients sectors     40     6.029946005153705   0.1143436516859353  #dbdb8d
127    lithuania        3    Кластер 3                         filter substances   1570     10.36842189649968   13.832579399487951  #c7c7c7
128    lithuania        3    Кластер 3                    opportunities upgrades   1155     5.127288816543842    4.160944057088608  #c7c7c7
129    lithuania        3    Кластер 3                         indirect reminder     30     6.057518791180674    8.093122144125592  #c7c7c7
130      locator        0    Кластер 0                       insights downloaded   1831      9.89480600261275    9.572447429953115  #c5b0d5
131      locator        0    Кластер 0                          recording remote   1451  0.039448084436852215   10.211624146149772  #c5b0d5
132      locator        0    Кластер 0                           discover mining   1011    1.9729782152753232   11.331727125187761  #c5b0d5
133      locator        0    Кластер 0                       auditor transparent    421    0.1277980194477557   12.725469140530215  #c5b0d5
134      locator        1    Кластер 1             massive informative musicians   1737    1.5069036830605316    3.776911527209375  #ff9896
135      locator        1    Кластер 1                   suggestion testimonials    501    2.0898664142671706    1.469028291808031  #ff9896
136      locator        1    Кластер 1   applicants vacuum distance restrictions    469    2.8427542781692203    6.456283313665443  #ff9896
137      locator        1    Кластер 1                offers incorrect presented    161     6.795904872284579    6.691699941542483  #ff9896
138      locator        2    Кластер 2                        ireland discipline   1547     3.621418696841202    7.477718562367257  #98df8a
139      locator        2    Кластер 2                           greater variety   1059    1.8319834062050617   0.5393038967339214  #98df8a
140      locator        2    Кластер 2                   cincinnati fundamentals   1054     4.383759788000765   7.4459661881795425  #98df8a
141      locator        2    Кластер 2                       portuguese bathroom    659     3.268468902790154     7.00422615108478  #98df8a
142      locator        3    Кластер 3                              spasm filter   1869     9.964551661186885   12.435179372329378  #ffbb78
143      locator        3    Кластер 3                         churches charming    836    11.176141636868767   0.7546194789834887  #ffbb78
144      locator        3    Кластер 3               anymore undefined partially    178    13.150675887672287   11.379998058696547  #ffbb78
145    personnel        0    Кластер 0                        russell indonesian   1613    11.165688137417218   12.360752945518007  #9edae5
146    personnel        0    Кластер 0                           consider making    756    13.886255573697122    6.550063314366106  #9edae5
147    personnel        0    Кластер 0          offset cnetcom applying holdings    469     13.27437432543365    9.916585802669502  #9edae5
148    personnel        0    Кластер 0                           margaret groove    110     4.944400739876163    4.350468351511949  #9edae5
149    personnel        1    Кластер 1                         poster proceeding   1620    1.4274454338084541   2.8966111965095824  #dbdb8d
150    personnel        1    Кластер 1       regarding comprehensive circulation   1236     9.291116316762443    9.155159699345592  #dbdb8d
151    personnel        1    Кластер 1                        complaints excited    912     11.13578738916642    12.37821665587366  #dbdb8d
152    personnel        1    Кластер 1                            listen hungary     44     9.121061322669245    5.118939260827324  #dbdb8d
153    personnel        2    Кластер 2                            ruling prepare   1702    12.238212305139035   10.835109297021228  #c7c7c7
154    personnel        2    Кластер 2                  pokemon meanwhile degree   1260    3.5597464121846514  0.19658438668780087  #c7c7c7
155    personnel        2    Кластер 2                         particular titles   1106      2.48685036752156    7.510193557891102  #c7c7c7
156    personnel        2    Кластер 2                    mentor reduced posters    538     4.655654304204747   2.5449259552859744  #c7c7c7
157    personnel        3    Кластер 3                    toronto crisis chamber   1819     4.988670254722499   11.320428986302247  #f7b6d2
158    personnel        3    Кластер 3                          falling dialogue   1369    12.049267843466183   14.432954768634762  #f7b6d2
159    personnel        3    Кластер 3        enquiries implementation duplicate    866     13.11590257652277    9.010497302119484  #f7b6d2
160      protein        0    Кластер 0         operating stevens nirvana gabriel   1206     4.020494068332032    5.240556442699705  #f7b6d2
161      protein        0    Кластер 0                          offers incorrect   1022    1.3138060552421997   2.7223305923394103  #f7b6d2
162      protein        0    Кластер 0        bestsellers enterprise promotional     99    10.983570682491774    7.770520378282162  #f7b6d2
163      protein        1    Кластер 1                lighting planes greensboro   1818    13.007680051781275    2.377601610111719  #c49c94
164      protein        1    Кластер 1                   several animated buried   1705    1.6607528589600407   3.3058212058020153  #c49c94
165      protein        1    Кластер 1                  worthy integrate collect   1455     8.619251246303424    9.833290686346258  #c49c94
166      protein        1    Кластер 1                        pictures instances    936    11.576594938378575     7.91131286615882  #c49c94
167      protein        2    Кластер 2    responsibilities resolve complimentary   1725    1.9687027465224554    5.708550735961878  #c5b0d5
168      protein        2    Кластер 2                        cumshot identifies   1547     6.978569457203609    9.372028224582797  #c5b0d5
169      protein        2    Кластер 2                             waters career    904    13.605997402804475   3.4710085962741264  #c5b0d5
170      protein        2    Кластер 2                           access michelle    697     4.991559253703809   10.238445249205526  #c5b0d5
171      protein        3    Кластер 3                        speaker permission   1197      6.01126759494461   3.6158539394325158  #ff9896
172      protein        3    Кластер 3            announces independent coaching    480    11.983959100330694    4.645919398695931  #ff9896
173      protein        3    Кластер 3                       guestbook configure    374     5.133504882527242     8.75697137188656  #ff9896
174      twisted        0    Кластер 0                          recycling edited   1713   0.40741497946845173   5.5006444090606434  #ffbb78
175      twisted        0    Кластер 0               approach publicly disturbed    691    13.293565494757793   10.341439590784995  #ffbb78
176      twisted        0    Кластер 0     posing constitute beginners recycling    670     5.987924702333223    4.173697528286709  #ffbb78
177      twisted        0    Кластер 0                   offset cnetcom applying    587    2.1673546183955663   0.9953402239891002  #ffbb78
178      twisted        1    Кластер 1                            terrace people   1920    14.742848181273263    9.705834289565637  #aec7e8
179      twisted        1    Кластер 1                        watershed accurate   1484    1.4337063190794246   14.923944414158022  #aec7e8
180      twisted        1    Кластер 1                            offset cnetcom    554     5.304737715685564    2.734983929681749  #aec7e8
181      twisted        1    Кластер 1            toronto crisis chamber ceiling    535    1.2290810240027232   11.346440509834324  #aec7e8
182      twisted        2    Кластер 2                           gratuit alabama    384    10.706032049587007   2.2169142392039576  #9edae5
183      twisted        2    Кластер 2                     masturbation brisbane    166     8.679743751389555   14.169126827749437  #9edae5
184      twisted        2    Кластер 2              turner navigate expenditures     23    11.253783179106767   3.4290905532133897  #9edae5
185      twisted        2    Кластер 2                            pieces appeals     22     3.024249983198686    2.880182399992842  #9edae5
186      twisted        3    Кластер 3               operating stevens regularly   1665    0.8619209682677514    3.642690500940411  #dbdb8d
187      twisted        3    Кластер 3                           vampire injured    828     7.411775777110604   10.998897052089552  #dbdb8d
188       winner        0    Кластер 0                   suggestion testimonials   1421     8.959874973789768    3.861840117708865  #c49c94
189       winner        0    Кластер 0                  collectables departments   1041     9.123592365120423   1.9393505187643634  #c49c94
190       winner        0    Кластер 0                         toolbar portfolio    161     8.644374181799723    5.716253948110923  #c49c94
191       winner        0    Кластер 0                            filter collect     19    12.423865172063131   11.579779793674563  #c49c94
192       winner        1    Кластер 1        celtic automation patients sectors   1803     8.964840408277103     9.14308623325673  #c5b0d5
193       winner        1    Кластер 1                    mirrors administration   1727    1.7243969681567461   12.864914605903127  #c5b0d5
194       winner        1    Кластер 1                         turtle electronic   1393    13.427779556570144    4.023582068803805  #c5b0d5
195       winner        1    Кластер 1     retirement privilege pathology sydney   1384      8.19854625589445    6.322510495538448  #c5b0d5
196       winner        2    Кластер 2                         pichunter olympus   1667     6.838370673328849    14.23044501616914  #ff9896
197       winner        2    Кластер 2                          cycling adaptive   1158    11.262127271234899    12.02454946393265  #ff9896
198       winner        2    Кластер 2                courtesy textiles diameter    428    10.152718961464366   13.851832450144606  #ff9896
199       winner        2    Кластер 2                            auction causes    347    11.028844423053316   3.9698546387955673  #ff9896
200       winner        3    Кластер 3                         operating stevens    818    14.374700649692265   13.356246147628058  #98df8a
201       winner        3    Кластер 3                         hierarchy geology    661    11.085978303186307   11.404997962265508  #98df8a
202       winner        3    Кластер 3           simulation allocated wellington    536    1.0032333834916252    5.095972353236558  #98df8a
203       worlds        0    Кластер 0                          harmful cultures   1866     4.786518370636081    4.658916849525424  #ff9896
204       worlds        0    Кластер 0                   island holland electric   1335     9.223315623618351   14.683999423537758  #ff9896
205       worlds        0    Кластер 0                         legends directive   1062     5.193632243303907   3.4290455309766577  #ff9896
206       worlds        0    Кластер 0                    covered harvest rights    973    0.1625400205035632   13.574503956024905  #ff9896
207       worlds        1    Кластер 1            retirement privilege pathology   1499      3.17226100756282   2.7382208013485614  #98df8a
208       worlds        1    Кластер 1                           notion scenario   1159      5.99801326213146     9.48804687078874  #98df8a
209       worlds        1    Кластер 1                   moderate command dublin   1050     8.155549716632882  0.11438091958222096  #98df8a
210       worlds        1    Кластер 1                 operating stevens nirvana    381     3.585100539843447   1.1168487718141744  #98df8a
211       worlds        2    Кластер 2                         operating stevens   1382    11.535669167032191    4.165848723252822  #ffbb78
212       worlds        2    Кластер 2                         ringtone parental    471    11.723894907453666    4.363994491947961  #ffbb78
213       worlds        2    Кластер 2                         recipient traffic    236     5.593628869698286   0.5533676310113189  #ffbb78
214       worlds        3    Кластер 3                         immunology plates   1653     2.407027805189126     7.65152738334079  #aec7e8
215       worlds        3    Кластер 3                           holdings herbal   1476     3.986507891228621   10.906339823131932  #aec7e8
216       worlds        3    Кластер 3                          exchanges castle   1097     8.082230657893867    6.587932953846258  #aec7e8
